Acacia etbaica biomas (y=53.506x -103.47 ; r2 = 0.68),,,,,,,,,,,,,,
S/Transect,Quadra,SpCode,DKH,code,branches,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,slope,CanArea     = ?D1D2/4 ,CanVol ,Biomass
M3,M309,ACACET,8.6,M,M,58.0586,0.77,3.38,2.61,3.15,2,7.69,13.39,356.6816
M3,M309,ACACET,7.4,M,M,42.9866,0.9,3.42,2.52,2.52,2,4.97,8.36,292.4744
M3,M309,ACACET,6.7,M,M,35.23865,1.1,3.64,2.54,2.46,2,4.75,8.04,255.0202
M3,M309,ACACET,4.9,,b,18.84785,1.1,3.64,2.54,2.46,2,4.75,8.04,158.7094
M3,M309,ACACET,7.6,M,M,45.3416,0.8,2.55,1.75,2.03,2,3.23,3.76,303.1756
M3,M310,ACACET,5.8,M,M,26.4074,0.9,3.05,2.15,2.21,2,3.83,5.49,206.8648
M3,M310,ACACET,5.7,M,M,25.50465,1.3,2.79,1.49,1.62,2,2.06,2.04,201.5142
M3,M310,ACACET,8.5,M,M,56.71625,1.1,3.27,2.17,2.74,2,5.87,8.49,351.331
M3,M310,ACACET,16.5,M,M,213.71625,1.2,4.42,3.22,4.2,2,13.84,29.71,779.379
M3,M310,ACACET,16,M,M,200.96,1.7,3.12,1.42,1.92,2,2.86,2.7,752.626
M3,M310,ACACET,4.9,,b,18.84785,0.9,3.05,2.15,2.21,2,3.83,5.49,158.7094
M3,M310,ACACET,2.8,M,M,6.1544,0.17,2.11,1.94,1.17,2,1.04,1.35,46.3468
M3,M310,ACACET,5.3,M,M,22.05065,0.6,3.27,2.67,1.73,2,1.92,3.42,180.1118
M3,M310,ACACET,6.3,M,M,31.15665,1.1,2.2,1.1,1.58,2,1.93,1.41,233.6178
M3,M310,ACACET,5,M,M,19.625,0.9,2.89,1.99,1,2,0.75,1,164.06
M3,M310,ACACET,11,M,M,94.985,0.9,2.94,2.04,3.05,2,6.85,9.31,485.096
M3,M310,ACACET,10.3,M,M,83.28065,1,2.76,1.76,3.25,2,8.14,9.56,447.6418
M3,M310,ACACET,9,M,M,63.585,1.1,3.38,2.28,3.17,2,7.83,11.91,378.084
M3,M310,ACACET,6,,b,28.26,1.1,3.38,2.28,3.17,2,7.83,11.91,217.566
M3,M310,ACACET,7.6,,b,45.3416,1.1,3.38,2.28,3.17,2,7.83,11.91,303.1756
M3,M310,ACACET,5.1,,b,20.41785,1.1,3.38,2.28,3.17,2,7.83,11.91,169.4106
M3,M310,ACACET,9.9,M,M,76.93785,1.2,4.24,3.04,2.91,2,6.59,13.35,426.2394
M3,M310,ACACET,8,,b,50.24,1.2,4.24,3.04,2.91,2,6.59,13.35,324.578
M3,M310,ACACET,5.5,,b,23.74625,1.2,4.24,3.04,2.91,2,6.59,13.35,190.813
M3,M310,ACACET,9.4,,b,69.3626,1.2,4.24,3.04,2.91,2,6.59,13.35,399.4864
M3,M310,ACACET,3,M,M,7.065,1,2.3,1.3,1.05,2,0.86,0.74,57.048
M3,M310,ACACET,13.9,M,M,151.66985,0.9,3.04,2.14,2.44,2,4.61,6.58,640.2634
M3,M310,ACACET,9.3,M,M,67.89465,0.65,1.7,1.05,1.02,2,0.82,0.57,394.1358
M3,M310,ACACET,2.4,,b,4.5216,0.65,1.7,1.05,1.02,2,0.82,0.57,24.9444
M3,M310,ACACET,6.4,M,M,32.1536,1.2,3.07,1.87,1.74,2,2.34,2.92,238.9684
M3,M310,ACACET,3,M,M,7.065,1.1,1.96,0.86,1.11,2,0.93,0.53,57.048
M3,M310,ACACET,2.8,,b,6.1544,1.1,1.96,0.86,1.11,2,0.93,0.53,46.3468
M3,M310,ACACET,2.9,,b,6.60185,1.1,1.96,0.86,1.11,2,0.93,0.53,51.6974
M3,M310,ACACET,1.3,,b,1.32665,1.1,1.96,0.86,1.11,2,0.93,0.53,-33.9122
M3,M310,ACACET,1.6,,b,2.0096,1.1,1.96,0.86,1.11,2,0.93,0.53,-17.8604
M3,M310,ACACET,1,,b,0.785,1.1,1.96,0.86,1.11,2,0.93,0.53,-49.964
M3,M310,ACACET,1.6,,b,2.0096,1.1,1.96,0.86,1.11,2,0.93,0.53,-17.8604
M3,M310,ACACET,1.5,,b,1.76625,1.1,1.96,0.86,1.11,2,0.93,0.53,-23.211
M3,M310,ACACET,1,,b,0.785,1.1,1.96,0.86,1.11,2,0.93,0.53,-49.964
M3,M310,ACACET,2.5,,b,4.90625,1.1,1.96,0.86,1.11,2,0.93,0.53,30.295
M3,M310,ACACET,1,,b,0.785,1.1,1.96,0.86,1.11,2,0.93,0.53,-49.964
M3,M310,ACACET,1.5,,b,1.76625,1.1,1.96,0.86,1.11,2,0.93,0.53,-23.211
M3,M310,ACACET,1.3,,b,1.32665,1.1,1.96,0.86,1.11,2,0.93,0.53,-33.9122
M3,M311,ACACET,3.4,M,M,9.0746,0.4,1.8,1.4,1.1,2,0.88,0.82,78.4504
M3,M311,ACACET,2,,b,3.14,0.4,1.8,1.4,1.1,2,0.88,0.82,3.542
M3,M311,ACACET,11.6,M,M,105.6296,0.81,3.04,2.23,2.52,2,4.97,7.38,517.1996
M3,M311,ACACET,6,M,M,28.26,0.88,2.11,1.23,1.5,2,1.76,1.44,217.566
M3,M311,ACACET,1.9,,b,2.83385,0.88,2.11,1.23,1.5,2,1.76,1.44,-1.8086
M3,M311,ACACET,13.2,M,M,136.7784,0.8,3.18,2.38,3.6,2,10.05,15.94,602.8092
M3,M312,ACACET,14.5,M,M,165.04625,1,4.2,3.2,2.7,3,5.72,12.21,672.367
M3,M312,ACACET,3.3,,b,8.54865,1,4.2,3.2,2.7,3,5.72,12.21,73.0998
M3,M313,ACACET,1.9,M,M,2.83385,0.55,1.3,0.75,0.85,2,0.52,0.26,-1.8086
M3,M313,ACACET,1.9,,b,2.83385,0.55,1.3,0.75,0.85,2,0.52,0.26,-1.8086
M3,M314,ACACET,2.2,M,M,3.7994,0.7,1.57,0.87,1.42,1,1.49,0.87,14.2432
M3,M314,ACACET,21,M,M,346.185,1.1,4.32,3.22,4.76,1,17.7,38,1020.156
M3,M314,ACACET,13,,b,132.665,1.1,4.32,3.22,4.76,1,17.7,38,592.108
M3,M315,ACACET,4.6,M,M,16.6106,0.66,1.75,1.09,1.42,1,1.57,1.14,142.6576
M3,M315,ACACET,1.3,,b,1.32665,0.66,1.75,1.09,1.42,1,1.57,1.14,-33.9122
M3,M315,ACACET,1.1,,b,0.94985,0.66,1.75,1.09,1.42,1,1.57,1.14,-44.6134
M3,M315,ACACET,1.6,,b,2.0096,0.66,1.75,1.09,1.42,1,1.57,1.14,-17.8604
M3,M315,ACACET,1.5,M,M,1.76625,0.7,1.3,0.6,1.1,1,0.94,0.38,-23.211
M3,M315,ACACET,1.4,,b,1.5386,0.7,1.3,0.6,1.1,1,0.94,0.38,-28.5616
M3,M315,ACACET,14.6,M,M,167.3306,1.1,3.96,2.86,4.44,1,15.32,29.22,677.7176
M3,M315,ACACET,3.8,,b,11.3354,1.1,3.96,2.86,4.44,1,15.32,29.22,99.8528
M3,M315,ACACET,2.4,M,M,4.5216,0.7,1.54,0.84,1.38,1,1.46,0.82,24.9444
M3,M315,ACACET,1.5,,b,1.76625,0.7,1.54,0.84,1.38,1,1.46,0.82,-23.211
M3,M315,ACACET,2.9,M,M,6.60185,0.4,0.8,0.4,0.5,1,0.2,0.05,51.6974
M3,M315,ACACET,2.7,,b,5.72265,0.4,0.8,0.4,0.5,1,0.2,0.05,40.9962
M3,M315,ACACET,1.3,M,M,1.32665,0.5,1.35,0.85,1.38,1,1.48,0.84,-33.9122
M3,M315,ACACET,2.9,,b,6.60185,0.5,1.35,0.85,1.38,1,1.48,0.84,51.6974
M3,M315,ACACET,1.3,,b,1.32665,0.2,1.42,1.22,0.8,1,0.49,0.4,-33.9122
M3,M316,ACACET,16.9,M,M,224.20385,1.65,4.17,2.52,3.92,1,12.03,20.21,800.7814
M3,M316,ACACET,20,M,M,314,1.22,4.76,3.54,3.23,1,7.37,17.4,966.65
M3,M316,ACACET,6.2,M,M,30.1754,0.96,2.45,1.49,1.7,1,2.26,2.25,228.2672
M3,M316,ACACET,4.1,M,M,13.19585,0.6,0.92,0.32,1.4,1,0.99,0.21,115.9046
M3,M316,ACACET,2.3,M,M,4.15265,0.8,1.84,1.04,1.65,1,1.8,1.25,19.5938
M3,M316,ACACET,1.5,,b,1.76625,0.8,1.84,1.04,1.65,1,1.8,1.25,-23.211
M3,M316,ACACET,14.5,M,M,165.04625,1.39,3.55,2.16,2.53,1,4.99,7.19,672.367
M3,M316,ACACET,16.9,M,M,224.20385,1.07,3.69,2.62,3.55,1,9.82,17.16,800.7814
M3,M316,ACACET,11.5,M,M,103.81625,1.08,4.02,2.94,3.07,1,6.31,12.37,511.849
M3,M316,ACACET,11.4,M,M,102.0186,1.1,4.02,2.92,2.54,1,5.04,9.82,506.4984
M3,M316,ACACET,20.2,M,M,320.3114,1.86,5.31,3.45,5.85,1,26.63,61.24,977.3512
M3,M316,ACACET,4.4,M,M,15.1976,0.74,2.02,1.28,1.95,1,2.92,2.49,131.9564
M3,M316,ACACET,4.2,,b,13.8474,0.74,2.02,1.28,1.95,1,2.92,2.49,121.2552
M3,M318,ACACET,6.2,M,M,30.1754,0.7,2.82,2.12,2.57,2,5.09,7.19,228.2672
M3,M318,ACACET,4,M,M,12.56,0.9,1.32,0.42,0.7,2,0.35,0.1,110.554
M3,M318,ACACET,2.8,M,M,6.1544,0.7,1.9,1.2,1.38,2,1.48,1.18,46.3468
M3,M318,ACACET,4.2,M,M,13.8474,0.5,1.37,0.87,1.59,2,1.97,1.14,121.2552
M3,M318,ACACET,10.9,M,M,93.26585,0.7,3.91,3.21,3.77,2,11.07,23.69,479.7454
M3,M318,ACACET,5.4,M,M,22.8906,0.85,3.05,2.2,2.35,2,4.3,6.31,185.4624
M3,M318,ACACET,10.9,M,M,93.26585,1.15,3.81,2.66,2.94,2,6.78,12.03,479.7454
M3,M318,ACACET,4.9,M,M,18.84785,0.7,2.05,1.35,1.91,2,2.83,2.55,158.7094
M3,M318,ACACET,10.9,M,M,93.26585,1,4.09,3.09,3.25,2,8.26,17.02,479.7454
M3,M318,ACACET,3.4,,b,9.0746,1,4.09,3.09,3.25,2,8.26,17.02,78.4504
M3,M318,ACACET,5.7,M,M,25.50465,0.6,2.57,1.97,1.8,2,2.37,3.11,201.5142
M3,M318,ACACET,15,M,M,176.625,1.2,4.56,3.36,5.4,2,22.69,50.84,699.12
M3,M318,ACACET,12.5,,b,122.65625,1.2,4.56,3.36,5.4,2,22.69,50.84,565.355
M3,M319,ACACET,1.8,M,M,2.5434,0.53,1.51,0.98,1.2,3,1.05,0.68,-7.1592
M3,M321,ACACET,7.2,M,M,40.6944,1.11,4.3,3.19,2.43,2,4.64,9.86,281.7732
M3,M321,ACACET,3.1,,b,7.54385,1.11,4.3,3.19,2.43,2,4.64,9.86,62.3986
M3,M321,ACACET,3.9,,b,11.93985,1.11,4.3,3.19,2.43,2,4.64,9.86,105.2034
M3,M321,ACACET,5.3,M,M,22.05065,0.7,1.9,1.2,2.21,2,3.81,3.04,180.1118
M3,M322,ACACET,2.7,M,M,5.72265,0.75,2.1,1.35,1.39,2,1.5,1.35,40.9962
M3,M322,ACACET,1.8,,b,2.5434,0.75,2.1,1.35,1.39,2,1.5,1.35,-7.1592
M3,M322,ACACET,1.4,,b,1.5386,0.75,2.1,1.35,1.39,2,1.5,1.35,-28.5616
M3,M322,ACACET,1.7,,b,2.26865,0.75,2.1,1.35,1.39,2,1.5,1.35,-12.5098
M3,M322,ACACET,4.3,M,M,14.51465,0.8,1.2,0.4,1.05,2,0.86,0.23,126.6058
M3,M323,ACACET,2.3,M,M,4.15265,1.16,2.37,1.21,1.75,2,1.96,1.58,19.5938
M3,M323,ACACET,1.1,,b,0.94985,1.16,2.37,1.21,1.75,2,1.96,1.58,-44.6134
M3,M323,ACACET,11.1,M,M,96.71985,0.9,3.4,2.5,3.75,2,10.99,18.32,490.4466
M3,M323,ACACET,5.4,,b,22.8906,0.9,3.4,2.5,3.75,2,10.99,18.32,185.4624
M3,M323,ACACET,8.9,,b,62.17985,0.9,3.4,2.5,3.75,2,10.99,18.32,372.7334
M3,M323,ACACET,6.1,M,M,29.20985,0.83,3.18,2.35,2.2,2,3.77,5.9,222.9166
M3,M323,ACACET,5.5,M,M,23.74625,1.41,3.53,2.12,1.95,2,2.97,4.19,190.813
M3,M323,ACACET,2.2,,b,3.7994,1.41,3.53,2.12,1.95,2,2.97,4.19,14.2432
M3,M323,ACACET,9.4,M,M,69.3626,1.1,3.46,2.36,3.2,2,7.97,12.54,399.4864
M3,M323,ACACET,4.1,M,M,13.19585,1.38,2.67,1.29,1.25,2,1.22,1.05,115.9046
M3,M323,ACACET,3.7,,b,10.74665,1.38,2.67,1.29,1.25,2,1.22,1.05,94.5022
M3,M323,ACACET,9,M,M,63.585,1.13,2.91,1.78,2.05,2,3.28,3.89,378.084
M3,M323,ACACET,6.4,M,M,32.1536,1.03,3.18,2.15,2,2,3.07,4.4,238.9684
M3,M323,ACACET,3.4,,b,9.0746,1.03,3.18,2.15,2,2,3.07,4.4,78.4504
M3,M323,ACACET,5.9,,b,27.32585,1.03,3.18,2.15,2,2,3.07,4.4,212.2154
M3,M323,ACACET,7.6,M,M,45.3416,1.2,2.84,1.64,2.54,2,4.87,5.33,303.1756
M3,M323,ACACET,17.8,M,M,248.7194,2.43,4.42,1.99,4.46,2,15.58,20.67,848.9368
M3,M324,ACACET,10.1,M,M,80.07785,0.8,2.45,1.65,1.89,1,2.78,3.06,436.9406
M3,M324,ACACET,8.6,M,M,58.0586,1.1,3.15,2.05,2.3,1,4.01,5.48,356.6816
M3,M324,ACACET,1.8,M,M,2.5434,0.45,0.7,0.25,0.83,1,0.53,0.09,-7.1592
M3,M324,ACACET,7.7,M,M,46.54265,1.94,3.78,1.84,2.08,1,3.37,4.13,308.5262
M3,M324,ACACET,4.5,M,M,15.89625,1.6,2.34,0.74,1.39,1,1.49,0.73,137.307
M3,M324,ACACET,4.2,M,M,13.8474,1.67,2.1,0.43,1,1,0.75,0.22,121.2552
M3,M324,ACACET,5.7,M,M,25.50465,1.05,2.07,1.02,1.6,1,1.8,1.23,201.5142
M3,M324,ACACET,4,M,M,12.56,0.6,1.91,1.31,1,1,0.78,0.68,110.554
M3,M324,ACACET,4.7,M,M,17.34065,0.7,1.8,1.1,1.51,1,1.76,1.29,148.0082
M3,M324,ACACET,2.9,M,M,6.60185,0.6,1.35,0.75,0.75,1,0.44,0.22,51.6974
M3,M324,ACACET,2.2,M,M,3.7994,1,1.2,0.2,0.35,1,0.08,0.01,14.2432
M3,M324,ACACET,5.8,M,M,26.4074,1,2.68,1.68,1.57,1,1.92,2.15,206.8648
M3,M324,ACACET,27.6,M,M,597.9816,1.65,4.74,3.09,5.4,1,22.61,46.57,1373.2956
M3,M324,ACACET,6.8,M,M,36.2984,1,2.45,1.45,1.84,1,2.35,2.27,260.3708
M3,M324,ACACET,2.7,M,M,5.72265,0.55,0.7,0.15,0.8,1,0.49,0.05,40.9962
M3,M324,ACACET,3.5,M,M,9.61625,0.75,0.77,0.02,1.15,1,1.04,0.01,83.801
M3,M324,ACACET,4.6,M,M,16.6106,0.9,2.45,1.55,1.47,1,1.63,1.68,142.6576
M3,M324,ACACET,1.6,M,M,2.0096,0.8,1.45,0.65,0.75,1,0.42,0.18,-17.8604
M3,M324,ACACET,3,M,M,7.065,0.95,1.93,0.98,0.7,1,0.37,0.24,57.048
M3,M324,ACACET,5.9,M,M,27.32585,0.65,2.19,1.54,1.84,1,2.65,2.73,212.2154
M3,M324,ACACET,2.2,,b,3.7994,0.65,2.19,1.54,1.84,1,2.65,2.73,14.2432
M3,M324,ACACET,3.6,,b,10.1736,0.65,2.19,1.54,1.84,1,2.65,2.73,89.1516
M3,M324,ACACET,3.8,,b,11.3354,0.65,2.19,1.54,1.84,1,2.65,2.73,99.8528
M3,M324,ACACET,2.7,,b,5.72265,0.65,2.19,1.54,1.84,1,2.65,2.73,40.9962
M3,M324,ACACET,1.7,,b,2.26865,0.65,2.19,1.54,1.84,1,2.65,2.73,-12.5098
M3,M324,ACACET,15.6,M,M,191.0376,1.1,2.93,1.83,2.28,1,4.06,4.95,731.2236
M3,M324,ACACET,5.8,M,M,26.4074,1.1,1.8,0.7,0.9,1,0.64,0.3,206.8648
M3,M324,ACACET,12,M,M,113.04,1.55,3.08,1.53,2.6,1,5.28,5.38,538.602
M3,M324,ACACET,16.4,M,M,211.1336,1.1,2.88,1.78,2.35,1,4.29,5.09,774.0284
M3,M324,ACACET,7.4,M,M,42.9866,0.9,2.15,1.25,1.53,1,1.81,1.51,292.4744
M3,M324,ACACET,17.3,M,M,234.94265,1.1,3.4,2.3,3.55,1,9.89,15.17,822.1838
M3,M324,ACACET,4.7,,b,17.34065,1.1,3.4,2.3,3.55,1,9.89,15.17,148.0082
M3,M324,ACACET,5,,b,19.625,1.1,3.4,2.3,3.55,1,9.89,15.17,164.06
M3,M324,ACACET,12.7,M,M,126.61265,2.07,3.95,1.88,2.51,1,4.87,6.1,576.0562
M3,M324,ACACET,1.4,M,M,1.5386,0.65,0.85,0.2,0.5,1,0.07,0.01,-28.5616
M3,M324,ACACET,12.2,M,M,116.8394,1.2,2.88,1.68,1.58,1,1.95,2.19,549.3032
M3,M324,ACACET,4.5,M,M,15.89625,0.35,1.1,0.75,1.35,1,1.43,0.71,137.307
M3,M324,ACACET,17.7,M,M,245.93265,1.7,3.3,1.6,1.68,1,2.16,2.31,843.5862
M3,M324,ACACET,6.2,M,M,30.1754,1.1,2.4,1.3,2.89,1,6.55,5.68,228.2672
M3,M324,ACACET,7.3,M,M,41.83265,0.8,2.77,1.97,1.58,1,1.91,2.51,287.1238
M3,M324,ACACET,18.6,M,M,271.5786,1.53,3.38,1.85,2.72,1,5.81,7.16,891.7416
M3,M324,ACACET,1.8,M,M,2.5434,0.9,2.23,1.33,0.8,1,0.49,0.44,-7.1592
M3,M324,ACACET,16.8,M,M,221.5584,1,2.78,1.78,3.43,1,9.21,10.93,795.4308
M3,M324,ACACET,12.2,M,M,116.8394,0.7,2.53,1.83,2.33,1,4.24,5.17,549.3032
M3,M324,ACACET,3.3,,b,8.54865,0.7,2.53,1.83,2.33,1,4.24,5.17,73.0998
M3,M324,ACACET,3.2,M,M,8.0384,0.9,1.93,1.03,0.85,1,0.57,0.39,67.7492
M3,M324,ACACET,6.1,M,M,29.20985,0.85,2.33,1.48,2.03,1,3.18,3.14,222.9166
M3,M324,ACACET,1.7,,b,2.26865,0.85,2.33,1.48,2.03,1,3.18,3.14,-12.5098
M3,M324,ACACET,2.8,,b,6.1544,0.85,2.33,1.48,2.03,1,3.18,3.14,46.3468
M3,M324,ACACET,14.6,M,M,167.3306,2.1,5.31,3.21,3.25,1,8.13,17.4,677.7176
M3,M325,ACACET,11,M,M,94.985,2,3.66,1.66,3.34,1,8.7,9.63,485.096
M3,M325,ACACET,2.1,M,M,3.46185,0.4,0.9,0.5,0.68,1,0.35,0.12,8.8926
M3,M325,ACACET,7.5,M,M,44.15625,0.8,2.2,1.4,1.92,1,2.88,2.68,297.825
M3,M325,ACACET,3.9,M,M,11.93985,1,2.43,1.43,2.04,1,3.22,3.07,105.2034
M3,M325,ACACET,8.2,M,M,52.7834,0.85,2.8,1.95,2.75,1,5.89,7.65,335.2792
M3,M325,ACACET,21,M,M,346.185,1.2,3.72,2.52,3.47,1,9.4,15.78,1020.156
M3,M325,ACACET,12,M,M,113.04,1.2,3.98,2.78,3.8,1,11.19,20.74,538.602
M3,M325,ACACET,7.1,,b,39.57185,1.2,3.98,2.78,3.8,1,11.19,20.74,276.4226
M3,M325,ACACET,6.4,,b,32.1536,1.2,3.98,2.78,3.8,1,11.19,20.74,238.9684
M3,M325,ACACET,7.8,,b,47.7594,1.2,3.98,2.78,3.8,1,11.19,20.74,313.8768
M3,M325,ACACET,17.6,M,M,243.1616,1.2,4.23,3.03,4.02,1,12.58,25.42,838.2356
M3,M325,ACACET,13.7,M,M,147.33665,1.25,4.3,3.05,3.99,1,12.42,25.25,629.5622
M3,M325,ACACET,20,M,M,314,1.6,4,2.4,3.16,1,7.82,12.51,966.65
M3,M325,ACACET,4.3,M,M,14.51465,0.7,1.1,0.4,0.68,1,0.35,0.09,126.6058
M3,M325,ACACET,4.7,M,M,17.34065,1,2.2,1.2,1.72,1,2.32,1.85,148.0082
M3,M325,ACACET,21.9,M,M,376.49385,0.45,0.85,0.4,4.8,1,18.02,4.8,1068.3114
M3,M325,ACACET,1.7,M,M,2.26865,0.4,0.8,0.4,0.8,1,0.47,0.13,-12.5098
M3,M325,ACACET,10.9,M,M,93.26585,0.9,3.6,2.7,2.99,1,7.02,12.63,479.7454
M3,M325,ACACET,14,M,M,153.86,1.5,3.33,1.83,4.23,1,13.51,16.48,645.614
M3,M325,ACACET,9.6,M,M,72.3456,0.6,3.97,3.37,2.9,1,5.79,13,410.1876
M3,M325,ACACET,2.6,,b,5.3066,0.6,3.97,3.37,2.9,1,5.79,13,35.6456
M3,M325,ACACET,12.8,M,M,128.6144,0.9,3.17,2.27,2.64,1,5.43,8.22,581.4068
M3,M325,ACACET,5.5,,b,23.74625,1.69,3.49,1.8,2.52,1,4.96,5.96,190.813
M3,M325,ACACET,32.9,M,M,849.69185,1.57,4.59,3.02,3.5,1,8.45,17.01,1656.8774
M3,M325,ACACET,10.9,,b,93.26585,1.57,4.59,3.02,3.5,1,8.45,17.01,479.7454
M3,M325,ACACET,17.1,,b,229.54185,1.57,4.59,3.02,3.5,1,8.45,17.01,811.4826
M3,M326,ACACET,21.1,M,M,349.48985,1.1,3.27,2.17,3.4,1,9.07,13.13,1025.5066
M3,M326,ACACET,6.7,M,M,35.23865,0.7,1.82,1.12,2.5,1,4.78,3.57,255.0202
M3,M326,ACACET,2.2,,b,3.7994,0.7,1.82,1.12,2.5,1,4.78,3.57,14.2432
M3,M326,ACACET,27,M,M,572.265,1.2,3.73,2.53,4.2,1,13.78,23.24,1341.192
M3,M326,ACACET,23.5,M,M,433.51625,1.1,2.88,1.78,3.4,1,8.88,10.54,1153.921
M3,M326,ACACET,10.8,M,M,91.5624,1.1,3.48,2.38,3.35,1,8.81,13.97,474.3948
M3,M326,ACACET,8.5,M,M,56.71625,0.9,1.89,0.99,2.11,1,3.48,2.3,351.331
M3,M326,ACACET,3.8,M,M,11.3354,0.8,2.58,1.78,1.85,1,2.68,3.19,99.8528
M3,M326,ACACET,14.3,M,M,160.52465,1.1,2.16,1.06,1.85,1,2.64,1.86,661.6658
M3,M326,ACACET,5.7,,b,25.50465,1.1,2.16,1.06,1.85,1,2.64,1.86,201.5142
M3,M326,ACACET,5.7,M,M,25.50465,1,2.49,1.49,2.85,1,5.81,5.77,201.5142
M3,M326,ACACET,5.4,M,M,22.8906,1,1.87,0.87,2.7,1,5.44,3.16,185.4624
M3,M326,ACACET,8.4,M,M,55.3896,0.7,3.08,2.38,2.35,1,4.24,6.73,345.9804
M3,M326,ACACET,7.3,M,M,41.83265,0.8,2.05,1.25,2.05,1,3.14,2.62,287.1238
M3,M326,ACACET,1.3,,b,1.32665,0.8,2.05,1.25,2.05,1,3.14,2.62,-33.9122
M3,M326,ACACET,3.7,,b,10.74665,0.8,2.05,1.25,2.05,1,3.14,2.62,94.5022
M3,M326,ACACET,6.2,M,M,30.1754,0.8,1.63,0.83,1.75,1,2.17,1.2,228.2672
M3,M326,ACACET,6.6,M,M,34.1946,1.25,1.44,0.19,0.85,1,0.57,0.07,249.6696
M3,M326,ACACET,19.7,M,M,304.65065,1.85,4.29,2.44,3.05,1,6.74,10.96,950.5982
M3,M326,ACACET,19.5,M,M,298.49625,0.7,1.45,0.75,3.05,1,6.74,3.37,939.897
M3,M326,ACACET,12.8,M,M,128.6144,3.03,3.39,0.36,4.15,1,13.42,3.22,581.4068
M3,M327,ACACET,6.6,M,M,34.1946,1,1.85,0.85,2.77,1,5.98,3.39,249.6696
M3,M328,ACACET,8.5,M,M,56.71625,0.7,2.85,2.15,2.9,1,6.58,9.44,351.331
M3,M328,ACACET,4.1,,b,13.19585,0.7,2.85,2.15,2.9,1,6.58,9.44,115.9046
M3,M328,ACACET,4.5,M,M,15.89625,0.9,2.55,1.65,1.71,1,2.3,2.52,137.307
M3,M328,ACACET,3.3,,b,8.54865,0.9,2.55,1.65,1.71,1,2.3,2.52,73.0998
M3,M328,ACACET,8.6,M,M,58.0586,1,3.5,2.5,2.43,1,4.57,7.62,356.6816
M3,M329,ACACET,7.8,M,M,47.7594,1.6,3.8,2.2,3.32,1,8.65,12.68,313.8768
M3,M330,ACACET,16.3,M,M,208.56665,0.9,3.59,2.69,3.52,1,9.29,16.65,768.6778
M3,M330,ACACET,10.5,M,M,86.54625,0.9,2.96,2.06,2.72,1,5.66,7.78,458.343
M3,M330,ACACET,3,,b,7.065,0.9,2.96,2.06,2.72,1,5.66,7.78,57.048
M3,M330,ACACET,1.5,,b,1.76625,0.9,2.96,2.06,2.72,1,5.66,7.78,-23.211
M3,M330,ACACET,3,,b,7.065,0.9,2.96,2.06,2.72,1,5.66,7.78,57.048
M3,M330,ACACET,2,,b,3.14,0.9,2.96,2.06,2.72,1,5.66,7.78,3.542
M3,M330,ACACET,8.4,M,M,55.3896,0.8,2.31,1.51,2.58,1,5.19,5.23,345.9804
M3,M330,ACACET,2.6,,b,5.3066,0.8,2.31,1.51,2.58,1,5.19,5.23,35.6456
M3,M330,ACACET,4.5,,b,15.89625,0.8,2.31,1.51,2.58,1,5.19,5.23,137.307
M3,M330,ACACET,6,,b,28.26,0.8,2.31,1.51,2.58,1,5.19,5.23,217.566
M3,M330,ACACET,7.2,,b,40.6944,0.8,2.31,1.51,2.58,1,5.19,5.23,281.7732
M3,M330,ACACET,2.8,,b,6.1544,0.8,2.31,1.51,2.58,1,5.19,5.23,46.3468
M3,M330,ACACET,12.2,M,M,116.8394,1.02,4.11,3.09,3.49,1,9.25,19.05,549.3032
M3,M330,ACACET,7.3,,b,41.83265,1.02,4.11,3.09,3.49,1,9.25,19.05,287.1238
M3,M330,ACACET,9.5,M,M,70.84625,0.9,2.95,2.05,2.84,1,6.31,8.62,404.837
M3,M331,ACACET,14.3,M,M,160.52465,0.8,3.18,2.38,3.47,1,9.42,14.95,661.6658
M3,M331,ACACET,6.4,,b,32.1536,0.8,3.18,2.38,3.47,1,9.42,14.95,238.9684
M3,M331,ACACET,4.1,,b,13.19585,0.8,3.18,2.38,3.47,1,9.42,14.95,115.9046
M3,M331,ACACET,6.4,M,M,32.1536,0.9,2.41,1.51,2.61,1,5.21,5.25,238.9684
M3,M331,ACACET,4.8,M,M,18.0864,0.9,2.66,1.76,2.78,1,5.88,6.9,153.3588
M3,M331,ACACET,2.3,M,M,4.15265,0.75,1.49,0.74,1.49,1,1.68,0.83,19.5938
M3,M331,ACACET,1,,b,0.785,0.75,1.49,0.74,1.49,1,1.68,0.83,-49.964
M3,M331,ACACET,16.1,M,M,203.47985,1.15,3.16,2.01,4.15,1,13.37,17.92,757.9766
M3,M331,ACACET,13.1,,b,134.71385,1.15,3.16,2.01,4.15,1,13.37,17.92,597.4586
M3,M331,ACACET,15.2,M,M,181.3664,1.45,3.36,1.91,4.7,1,17.31,22.04,709.8212
M3,M331,ACACET,8.5,M,M,56.71625,1.16,3.18,2.02,2.65,1,5.5,7.4,351.331
M3,M331,ACACET,8,,b,50.24,1.16,3.18,2.02,2.65,1,5.5,7.4,324.578
M3,M331,ACACET,3,,b,7.065,1.16,3.18,2.02,2.65,1,5.5,7.4,57.048
M3,M331,ACACET,4.5,,b,15.89625,1.16,3.18,2.02,2.65,1,5.5,7.4,137.307
