ID,language,timestamp,Date,Time,age,location,Firegion,RespSex,HouseHoldSize,ORIG_HouseHoldSize,UnPSunF,PSunF,OatCer,Nuts,Fat,FruBer,Bread,Insects,Pigfat,Game,Fatcakes,Seedmix,OatPorMue,OatSheaf,leftover_fish_pota,NoFood,ORIG_OtherFood,FeedChange_NOchange,FeedChange_YES_started_5y,FeedChange_YES_stopped,FeedChange_YES_more,FeedChange_YES_less,FeedChange_YES_longer,FeedChange_YES_shorter,FeedChange_Change_quality,Conflicting,Check,WhyChange_NoReason,WhyChange_Expenses,WhyChange_MoreBirds,WhyChange_Timing,WhyChange_NewLocation,WhyStop_LackOfTime,WhyStop_NotMaintain,WhyStop_HighFoodConsumption,WhyStop_HighPrice,WhyStop_Neighbours,WhyStop_HousingRules,WhyStop_AuthoritiesRules,WhyStop_BirdWatchers,WhyStop_LackOfSnow,WhyStop_Diseases,WhyStop_Magpies,WhyStop_Cats,WhyStop_Dogs,WhyStop_Ravens,WhyStop_Jackdaws,WhyStop_Jays,WhyStop_Squirrels,WhyStop_Deer,WhyStop_Rats,WhyStop_Woodpeckers,WhyStop_Crows,freeze,snow,AllWinter,ground,summer,OnlyBirds,Birdwatch,CLASS_OpenRespChanges
12616,F,14/03/2021 6.37,14-03-2021,6.37.53,41-50 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,7,7,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat disagree,I agree,I disagree,I disagree,I do not agree or disagree,Rarely or never,0
12617,F,13/03/2021 20.55,13-03-2021,20.55.50,41-50 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,7,7,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12618,F,02/03/2021 15.02,02-03-2021,15.02.55,41-50 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,7,7,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,I do not offer nuts,1-2 sticks or less than 5 fat balls,I do not offer berries or fruits,1-2 breads,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat agree,I agree,I somewhat agree,I do not agree or disagree,I do not agree or disagree,Regularly,0
12619,F,14/03/2021 18.29,14-03-2021,18.29.27,31-40 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,7,7,I do not offer sunflower seeds with peels,21-40 kg,1-20 kg,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I disagree,I disagree,I agree,I somewhat agree,I somewhat disagree,I disagree,Regularly,0
12620,F,22/03/2021 17.18,22-03-2021,17.18.15,31-40 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,7,7,I do not offer sunflower seeds with peels,21-40 kg,1-20 kg,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I disagree,I disagree,I agree,I somewhat agree,I somewhat disagree,I disagree,Regularly,0
12621,F,14/03/2021 10.18,14-03-2021,10.18.21,41-50 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,7,7,I do not offer sunflower seeds with peels,21-40 kg,1-20 kg,21-40 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I somewhat disagree,I agree,I somewhat agree,I disagree,I disagree,Occasionally,NA
12622,F,13/03/2021 21.36,13-03-2021,21.36.43,31-40 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,7,7,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,1-20 kg,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I do not agree or disagree,I agree,I agree,I do not agree or disagree,I do not agree or disagree,Occasionally,0
12623,F,14/03/2021 1.52,14-03-2021,1.52.42,41-50 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,7,7,I do not offer sunflower seeds with peels,21-40 kg,1-20 kg,21-40 kg,over 5 sticks or over 20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I disagree,I agree,I somewhat agree,I disagree,I do not agree or disagree,Occasionally,0
12624,F,04/03/2021 17.12,04-03-2021,17.12.00,51-60 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,7,7,I do not offer sunflower seeds with peels,21-40 kg,21-40 kg,1-20 kg,over 5 sticks or over 20 fat balls,over 2 kg,3-5 breads,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I do not agree or disagree,I agree,I somewhat agree,NA,I somewhat agree,Occasionally,NA
12625,F,01/03/2021 14.55,01-03-2021,14.55.00,31-40 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,7,7,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat agree,I agree,I disagree,I disagree,I somewhat agree,Regularly,0
12626,F,15/03/2021 6.58,15-03-2021,6.58.45,31-40 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,7,Seitsem‰n,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I disagree,I agree,I somewhat disagree,I somewhat disagree,I somewhat agree,Regularly,1
12627,F,03/02/2021 9.45,03-02-2021,9.45.37,31-40 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,8,8,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I somewhat agree,I somewhat disagree,I disagree,I agree,Regularly,0
12628,F,14/03/2021 7.02,14-03-2021,7.02.46,21-30 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,8,8,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I agree,I agree,I somewhat disagree,I somewhat disagree,I do not agree or disagree,Rarely or never,0
12629,F,14/03/2021 11.49,14-03-2021,11.49.48,31-40 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,8,8,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat agree,I agree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,Rarely or never,0
12630,F,14/03/2021 23.00,14-03-2021,23.00.12,21-30 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,9,9,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,I do not offer nuts,1-2 sticks or less than 5 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I agree,I disagree,I disagree,I agree,Occasionally,0
12631,F,13/03/2021 22.08,13-03-2021,22.08.33,41-50 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,11,11,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,I somewhat agree,I somewhat disagree,I somewhat agree,I disagree,I disagree,I do not agree or disagree,Occasionally,NA
12632,F,28/02/2021 9.27,28-02-2021,9.27.39,41-50 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,45,45,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,1-2 sticks or less than 5 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I somewhat disagree,I agree,I disagree,I disagree,I somewhat disagree,Occasionally,0
12633,F,14/03/2021 19.37,14-03-2021,19.37.58,41-50 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,NA,-,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I disagree,I agree,I somewhat disagree,I do not agree or disagree,I do not agree or disagree,Occasionally,1
12634,F,15/03/2021 10.38,15-03-2021,10.38.51,over 70 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,01-Feb,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,21-40 kg,over 5 sticks or over 20 fat balls,1-2 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I do not agree or disagree,I somewhat disagree,I agree,I disagree,I somewhat agree,I somewhat disagree,Regularly,NA
12635,F,16/03/2021 16.21,16-03-2021,16.21.51,41-50 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,01-Feb,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I disagree,I disagree,I agree,I disagree,I disagree,I agree,Occasionally,NA
12636,F,14/03/2021 16.16,14-03-2021,16.16.10,61-70 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,01-Feb,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I do not agree or disagree,I agree,I do not agree or disagree,I do not agree or disagree,I somewhat agree,Regularly,NA
12637,F,14/03/2021 9.48,14-03-2021,9.48.26,over 70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,1,1ihminen,I do not offer sunflower seeds with peels,NA,NA,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,I agree,NA,I agree,NA,NA,I agree,Occasionally,6
12638,F,14/03/2021 9.36,14-03-2021,9.36.19,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,4,2 + 2,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,1-20 kg,1-2 sticks or less than 5 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I agree,I agree,I disagree,I disagree,I agree,Regularly,0
12639,F,14/03/2021 11.27,14-03-2021,11.27.37,51-60 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,2,02-Mar,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I do not agree or disagree,I agree,I do not agree or disagree,I do not agree or disagree,I agree,Occasionally,0
12640,F,14/03/2021 20.28,14-03-2021,20.28.15,51-60 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,2,02-Mar,I do not offer sunflower seeds with peels,21-40 kg,I do not offer oat or other grain,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,I agree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,Regularly,NA
12641,F,14/03/2021 13.42,14-03-2021,13.42.28,51-60 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,2,02-Mar,I do not offer sunflower seeds with peels,21-40 kg,I do not offer oat or other grain,over 40 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I agree,I agree,I somewhat agree,I do not agree or disagree,I agree,Occasionally,NA
12642,F,16/03/2021 20.58,16-03-2021,20.58.51,51-60 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,3,03-Apr,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Occasionally,1
12643,F,14/03/2021 22.17,14-03-2021,22.17.19,31-40 years,NA,NA,Man,NA,"Olen lopettanut ruokinnan koska on ep‰ily ett‰ se muuttaa merkitt‰v‰sti suomalaista lintulajista, on esim mahdollinen syy tiettyjen tiaisten uhanalaisuuteen",I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Regularly,NA
12644,F,13/03/2021 20.09,13-03-2021,20.09.43,51-60 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,0,"Perikunnan omistama vanha talo, ei asu kukaan vakituiseen",I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I do not agree or disagree,I agree,I do not agree or disagree,I do not agree or disagree,I agree,Occasionally,NA
12645,F,14/03/2021 9.08,14-03-2021,9.08.09,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,NA,W,I do not offer sunflower seeds with peels,21-40 kg,I do not offer oat or other grain,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat disagree,I agree,I disagree,I disagree,I disagree,Regularly,NA
12646,F,14/03/2021 9.23,14-03-2021,9.23.56,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,NA,W,I do not offer sunflower seeds with peels,21-40 kg,I do not offer oat or other grain,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat disagree,I agree,I disagree,I disagree,I disagree,Regularly,NA
12647,F,13/03/2021 21.46,13-03-2021,21.46.18,51-60 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,0,Yksi. Ruokintapaikka on vapaa-ajan asuntoni,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat agree,I agree,I do not agree or disagree,I do not agree or disagree,I somewhat agree,Occasionally,NA
12648,F,13/03/2021 21.02,13-03-2021,21.02.11,31-40 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,I do not want to tell,NA,NA,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,Regularly,NA
12649,F,14/03/2021 1.44,14-03-2021,1.44.18,51-60 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,NA,NA,I do not offer sunflower seeds with peels,1-20 kg,NA,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,Regularly,0
12650,F,14/03/2021 13.47,14-03-2021,13.47.31,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,NA,NA,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I do not agree or disagree,I do not agree or disagree,I somewhat disagree,I somewhat disagree,I agree,Regularly,0
12651,F,14/03/2021 15.11,14-03-2021,15.11.59,41-50 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,NA,NA,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I disagree,I agree,I somewhat agree,I disagree,I somewhat disagree,Regularly,0
12652,F,14/03/2021 13.14,14-03-2021,13.14.10,61-70 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,NA,NA,I do not offer sunflower seeds with peels,21-40 kg,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,I do not agree or disagree,I do not agree or disagree,I agree,I agree,I do not agree or disagree,I do not agree or disagree,Occasionally,0
12653,F,24/02/2021 14.55,24-02-2021,14.55.58,21-30 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Man,NA,NA,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I do not agree or disagree,I disagree,I agree,I somewhat agree,I disagree,I somewhat disagree,Regularly,0
12654,F,14/03/2021 8.14,14-03-2021,8.14.56,61-70 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Man,NA,NA,I do not offer sunflower seeds with peels,21-40 kg,I do not offer oat or other grain,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I do not agree or disagree,I agree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,Rarely or never,0
